Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop
85,37,39,2452783742,8273685569,6364134968,2246757231,Rice
98,53,38,2026707606,8163895217,501450727,2704417274,Rice
88,54,44,257354293,8388266234,6149410611,2331321372,Rice
95,55,42,2679533926,821480873,5950660556,1933473987,Rice
99,57,35,2675754171,8117734011,5960370061,2722999056,Rice
95,39,36,2386330467,8315250801,5561398642,2852493645,Rice
60,43,44,2101944696,8295221726,7416245107,2984018471,Rice
63,44,41,2417298839,837287574,5583370042,2570343554,Rice
62,42,36,2278133816,8206719137,6430010215,2487183228,Rice
64,45,43,2562980105,8352842314,5534878156,2099001977,Rice
83,60,36,2559704938,8014509262,6903985986,200834898,Rice
82,40,40,2383067496,8481360127,6271478838,2985601175,Rice
85,52,45,2631355498,8236698992,7224285503,2655355937,Rice
91,35,38,248972823,8052586088,613428721,1836793207,Rice
76,49,42,24958779,8447963372,5206373153,1969560008,Rice
74,39,38,2324113501,8459201843,7782051313,2330453455,Rice
79,43,39,2166628296,8070960551,7062779015,2108142087,Rice
88,55,45,2463544858,8041363018,7730367824,2537202781,Rice
60,36,43,2343121862,8306310136,5286203711,2199048349,Rice
76,60,39,200454142,803477562,6766240045,2085810155,Rice
93,56,42,2385724032,8222572988,7382762603,1950948311,Rice
65,60,43,2197199397,8189918197,5658169482,2273637009,Rice
95,52,36,2622916897,8383625819,5543360238,2865083725,Rice
75,38,39,2344676801,8479352417,6215109715,2839338466,Rice
74,54,38,2565553461,8347021081,7120272972,2173788583,Rice
91,36,45,2444345477,8245432595,5950647577,2679761948,Rice
71,46,40,202801937,821235421,7236705436,1919535738,Rice
99,55,35,217238313,802389895,6501697816,2779626192,Rice
72,40,38,2041447029,8220802629,7592490617,2451511304,Rice
83,58,45,2575528612,8351827127,5875345751,2456626799,Rice
93,58,38,2061521424,8377345559,6932400225,2795451717,Rice
70,36,42,2184106875,8072886384,6946209881,2023838319,Rice
76,47,42,2008369642,8329114712,5739175027,2636372176,Rice
99,41,36,2445802087,8274835604,6738652179,1825616319,Rice
99,54,37,2114347496,8033502926,5594819626,1986730942,Rice
86,59,35,2578720567,8211124033,6946636369,2435120414,Rice
69,46,41,2364124821,8028597873,5012139669,2631103304,Rice
91,56,37,2343191632,8056887849,6363472208,2695039162,Rice
61,52,41,2497669518,83891805,6880431223,2048001847,Rice
67,45,38,2272791041,821706881,7300410836,2608875056,Rice
79,42,37,2487300744,8284022551,6587918708,2956094492,Rice
78,43,42,2132376327,8300320459,7283736617,1923197536,Rice
75,54,36,2629465461,8456919326,7023936392,2574914906,Rice
97,36,45,222286982,8185872947,6939083505,2780791793,Rice
67,47,44,2673072391,8178596776,7868474653,2804044392,Rice
73,35,38,2488921174,8197927117,5005306977,1859461429,Rice
77,36,37,2688444878,8146033732,6136131869,1945766559,Rice
81,41,38,2267846116,8372874389,7524080076,2009133156,Rice
68,57,43,2608867875,8037979919,5706943251,1829043504,Rice
72,45,35,2542977518,8294682591,5758506323,1953574542,Rice
61,53,43,2640323239,8105635517,6349606327,2233671883,Rice
67,43,39,2604371967,8496907151,5999969026,1867536773,Rice
67,58,39,252827223,8054372813,5453592032,2201156708,Rice
66,60,38,2208576562,8347038318,6372576327,2317364957,Rice
82,43,38,2328617173,8143321641,5105588355,2423170629,Rice
84,50,44,2548591986,8140633547,5935344406,1826549356,Rice
81,53,42,2367575393,8103569343,517782304,2337034975,Rice
91,50,40,2082477109,841341879,6462391607,2302242223,Rice
93,53,38,2692995077,8191411159,7069172227,2906793783,Rice
90,44,38,2383509503,8388387074,7473134377,2412013513,Rice
81,45,35,2652872817,8012267476,6158376967,2189163567,Rice
78,40,38,2646428311,8385642678,7549873681,2482256491,Rice
60,51,36,2269657794,8281088865,6028321558,2569964761,Rice
88,46,42,2268319059,8346358271,6604993475,1942651719,Rice
93,47,37,2153346343,8214004101,6500343222,2959248796,Rice
60,55,45,2140865769,833293191,5935745417,2875766935,Rice
78,35,44,2654348085,8467353597,7072655622,1836222657,Rice
65,37,40,2335905428,8359512273,5333322606,188413665,Rice
71,54,16,2261359953,6369070564,5749914421,8775953857,Maize
61,44,17,2610018422,7157476937,6931756558,1022662445,Maize
80,43,16,2355882094,7159351368,6657964753,6671995467,Maize
73,58,21,1997215954,5768272924,6596060648,6065171481,Maize
61,38,20,1847891261,6269503871,5970458434,6543835393,Maize
68,41,16,2177689322,5780840636,6158830619,1020861694,Maize
93,41,17,256217169,6650415474,6047906679,1054654703,Maize
89,60,19,2519192419,666902901,5913664501,7806639649,Maize
76,44,17,2041683147,625542482,5855442401,6527798457,Maize
67,60,25,2492162194,6678627406,5750254943,1092162279,Maize
70,44,19,2331689124,734541537,5852607099,9429712821,Maize
90,49,21,2484016732,683584573,6472523287,7405474936,Maize
62,52,16,2227526694,5884015925,6967057762,6387020584,Maize
92,44,16,1887751445,6576816093,6082973754,9476189431,Maize
66,54,21,2519008683,602001687,5919045532,7212375573,Maize
63,58,22,1825405352,5528220433,6204747653,6372358154,Maize
70,47,17,246129118,704162444,6600827017,1041626147,Maize
61,41,17,251420613,6526185135,6021902237,7668456006,Maize
66,53,19,2309348056,601159381,6033550195,6549730729,Maize
74,55,19,1805033737,6289366992,628886807,8423613484,Maize
77,57,21,249321581,7380435276,6550563823,7974078719,Maize
99,50,15,1814710054,7109445342,5573286437,8807753741,Maize
74,56,22,1828362235,6665952796,6829199275,8097573281,Maize
83,45,21,1883344471,5875082029,5716222912,797532896,Maize
100,48,16,2571895816,6722190688,554990242,7451490791,Maize
79,51,16,2533797709,6849835977,6586244581,9646380213,Maize
94,39,18,2389114571,5748775781,5893093135,1028301942,Maize
75,49,15,2153574127,7150905983,5918263801,1024852929,Maize
78,48,22,2308974909,6310459626,5588650585,7043473609,Maize
87,54,20,2561707368,634711755,6576418207,1088303762,Maize
87,35,25,2144526922,631621551,6178056304,6588951188,Maize
63,43,19,1851816776,5553128131,6641906353,90988051,Maize
84,57,25,2253510514,6799257471,6489040367,6440866039,Maize
64,35,23,2302038334,6189472002,5680361038,6303843397,Maize
60,46,22,2489364635,6561418761,6625404348,879298085,Maize
75,56,18,1939851734,6235750641,5696205468,6095197486,Maize
86,55,21,2154156232,5964024162,6803931519,1097515385,Maize
98,35,18,2379746068,7482913698,6252797548,9176337172,Maize
76,57,18,189802729,7452600826,6092725883,9426249353,Maize
99,56,17,2410859207,7313112261,6234330356,7107562236,Maize
60,44,23,247947077,7004556743,5722579819,7672860067,Maize
74,48,17,2163162756,6027766379,6430616465,6921803098,Maize
89,60,17,2537548751,5721025565,5983952675,1017004306,Maize
69,51,23,2221738222,7285462807,680163854,1066213157,Maize
96,46,22,2058314011,6900128641,6499936446,6629390357,Maize
61,60,15,2487502824,6874248334,6265564338,9126056654,Maize
74,58,18,2003728219,5635606753,6727303282,109024141,Maize
74,43,23,2595263264,6189082199,6325235159,9957981207,Maize
63,43,17,1928889933,6547050802,6807487794,713195307,Maize
99,36,20,2057981887,6534583901,6671085817,7834604471,Maize
77,36,23,2471417533,5673426469,6648725327,8845361858,Maize
87,60,23,2027317074,6391281869,6439071996,6250351892,Maize
60,38,17,1841932981,6423580251,6474476516,7641312437,Maize
94,54,17,2339128187,6174427165,5871647806,1073198135,Maize
95,38,22,1984939404,6124500053,5730617109,1007689246,Maize
84,44,21,21869274,6191044947,5850439831,1072681929,Maize
77,58,19,228056033,5650768935,5791649933,1015952794,Maize
66,44,20,190781471,6902298571,6740000688,8072515943,Maize
63,35,16,2202720976,6535549924,6272417541,8373280082,Maize
79,45,20,2380546189,5924537979,5715208817,899622014,Maize
72,60,25,1852510753,690276233,5773454729,8810234397,Maize
67,51,24,2350297882,6132026065,5584171461,6477791424,Maize
86,36,24,2654986394,7289187265,5787268394,7333636055,Maize
76,48,18,1929563411,6963481219,577597783,8321030571,Maize
75,53,18,2068899915,594375337,6864793607,103651438,Maize
81,45,23,1932666088,68034493,6192360003,8422969177,Maize
73,45,21,2460532218,7358868502,6636803223,9659195302,Maize
71,35,24,2227373646,5952193158,5826426917,6796704792,Maize
96,54,22,2570196694,6133450447,6960358276,8320711308,Maize
99,39,18,1920129357,6830578978,611275104,8785092352,Maize
62,48,20,2170181447,6047470519,6708446922,9571388473,Maize
86,37,16,2051716779,5921235483,5561510732,6761013737,Maize
94,50,19,2330355338,7362548442,5873242491,9759081274,Maize
76,39,24,242547451,5564709899,6995843776,6423845455,Maize
77,52,17,2486374934,657420046,5714799723,7582270467,Maize
74,39,23,226265115,6577472881,678073637,8817251033,Maize
81,49,20,1804185513,6061494304,5513697923,1042321615,Maize
63,42,21,2326237612,7233125523,5798423908,6710225139,Maize
99,38,21,2288330922,7159722446,6352471866,6772777298,Maize
90,52,25,2597482359,6936385721,6822586546,1032234212,Maize
68,40,19,2614384005,6620569924,6655426355,1072361366,Maize
60,57,24,1866116213,6155327249,6121294041,7503247667,Maize
71,52,18,2510787449,5597732754,5790770203,7816077693,Maize
61,59,17,2333844615,5924580604,647444292,1050083144,Maize
88,38,15,2508239719,6592195844,6455116637,6249190812,Maize
65,60,22,2536768364,7252054555,6606984086,1079124111,Maize
78,37,22,2534217103,6331801994,6330554389,7452082026,Maize
78,58,15,2500933355,67816568,6528631266,6291359494,Maize
92,60,23,1866746724,71516474,5721667141,6993293255,Maize
79,59,17,2037999665,6373849998,6644205485,1085054416,Maize
91,55,15,1809300227,7261024172,6376651091,7896159541,Maize
76,51,18,2616985907,7196246617,6247040422,7984925393,Maize
87,48,25,1865396672,6137879671,6656730008,9362039175,Maize
71,60,22,2607470121,5937147589,62048017,8575692395,Maize
90,57,24,1892851916,7280086137,6158860284,8234162918,Maize
67,35,22,2330546753,6324648023,6385684214,1087603001,Maize
60,54,19,1874826712,6249878458,6417820493,7023401597,Maize
83,58,23,1974213321,5966263104,6381201909,6550861389,Maize
83,57,19,2573044432,7074739256,6877869005,9873771338,Maize
40,72,77,1702498456,1698861173,7485996067,8855123143,ChickPea
23,72,84,1902061277,1713159126,6920251378,7992698081,ChickPea
39,58,85,1788776475,1540589717,5996932037,6854932919,ChickPea
22,72,85,1886805647,1565809214,6391173589,8851048983,ChickPea
36,67,77,1836952567,1956381041,7152811172,7926357665,ChickPea
32,73,81,2045078582,1540312102,5988992796,9268373702,ChickPea
58,70,84,206543203,1660820843,6231049028,746631118,ChickPea
59,70,84,173348681,1874926979,7550808267,8261734721,ChickPea
42,62,75,1817912258,1890426935,7010570541,8184997529,ChickPea
28,74,81,1801272266,1830968112,8753795334,8198568791,ChickPea
58,66,79,2099373558,1933470387,8718192847,9355280105,ChickPea
43,66,79,1946233971,1522538951,7976607593,7458565097,ChickPea
58,63,81,1981344531,1469765308,6515499549,7896514709,ChickPea
23,62,85,1897424756,195161216,8490127142,807108745,ChickPea
27,62,77,1819737048,1471070537,6576415562,7018185181,ChickPea
28,72,84,1872963144,1918197264,6481783043,7158010169,ChickPea
50,56,76,2099502153,198601304,7966605025,7350734019,ChickPea
39,71,84,2028155898,1639535215,8140825437,8252339655,ChickPea
25,78,76,1748042641,157559405,7228963452,6696980581,ChickPea
31,70,77,2088818675,1432313811,6492546046,9046228334,ChickPea
26,80,83,1708498521,1614565756,7528599957,7131007253,ChickPea
25,68,77,2009340593,1511279612,7701446446,8574904898,ChickPea
31,78,76,1757212145,1499927489,8519975748,8931050665,ChickPea
60,68,83,1912065218,1843475844,6620900869,8552950164,ChickPea
59,62,83,1857665902,1922008229,8104396058,7294940441,ChickPea
22,67,78,1716606398,1442457525,6204090835,7232667516,ChickPea
36,65,80,182872007,1667921616,6051091339,7487445574,ChickPea
59,60,84,1903025305,1866725565,7690962338,9470992037,ChickPea
54,77,85,171418614,170662427,7829211144,8374606679,ChickPea
43,68,81,1747809436,1793253975,6761599706,7892060234,ChickPea
28,76,82,2056601874,1425803981,6654425315,8375937135,ChickPea
42,79,85,1722385224,1582069268,6129533877,7657580954,ChickPea
32,60,83,1969141713,1944225438,8829273328,9176071648,ChickPea
22,78,76,1784851658,1909172907,8621662982,7632470713,ChickPea
31,79,75,188202251,161074793,8204862075,8973119396,ChickPea
28,58,81,1747500984,1654314829,618042747,9335034262,ChickPea
57,58,77,1872649425,1758406365,7978996755,8120176515,ChickPea
49,55,78,1865580107,1617772668,7863113671,8170769297,ChickPea
46,76,77,182356751,1968538502,6967843048,8374879344,ChickPea
54,61,77,1881198127,1521618225,6206582193,775429424,ChickPea
38,60,76,1865054116,1780852431,8868741443,7792798682,ChickPea
59,55,79,2036720401,1689574311,8766128654,822545577,ChickPea
36,76,75,1838120357,1663805158,8736337905,7052056697,ChickPea
57,68,81,1717012591,1730457712,8081095263,7278624223,ChickPea
35,66,81,1937101121,1577458129,6138243973,8524819851,ChickPea
35,64,78,1792845928,1427327988,7496645259,8537378769,ChickPea
52,60,79,1945339934,1823490739,8380185271,756317566,ChickPea
27,76,83,1912829388,1492241479,6289614016,8961857826,ChickPea
57,60,84,191034283,1726184541,6586777189,7549101167,ChickPea
52,68,78,1748504075,1696070581,689655198,8605078037,ChickPea
43,79,79,1940751744,1898030507,7806747656,8025064637,ChickPea
44,74,85,2018649426,1963719995,7150681303,7826039559,ChickPea
24,55,78,1730287885,1515405941,664919573,7557790384,ChickPea
29,77,75,1750361137,1548083156,7778591618,729446671,ChickPea
20,60,78,1817234999,1470085967,6358740355,907760707,ChickPea
56,67,78,1757445618,1671826572,8255450758,7781891424,ChickPea
37,66,85,2093175255,1891295403,6456148474,7806910795,ChickPea
49,71,76,1971098332,1763879418,6613072145,8557925437,ChickPea
59,69,80,1907937684,1786754927,8165359297,6940619137,ChickPea
20,79,77,1854988627,1602542689,764867466,7632565249,ChickPea
24,56,85,1819903647,1741333199,6545888558,806405403,ChickPea
51,72,75,1888852533,1499451145,7104224797,801113384,ChickPea
57,73,85,1849311205,1472115044,7358099622,9194595352,ChickPea
22,64,82,1948974337,1717260319,64740245,8751312796,ChickPea
52,73,79,1725769499,1874943955,7840339389,9400287214,ChickPea
29,75,75,1962416326,1871483156,7064790365,884585692,ChickPea
44,59,78,2067526473,1985388984,7599033472,8478344008,ChickPea
41,69,82,2002381489,1663294455,6715587232,6897806542,ChickPea
52,56,85,201187446,1444228303,681712422,8868168643,ChickPea
34,76,80,2065691793,1584572566,7985417393,6523811143,ChickPea
42,74,83,192582557,142804191,7545258424,6578042032,ChickPea
34,71,79,17927806,1585622899,7728998197,7463872762,ChickPea
27,73,79,1916288268,1583500655,7354973451,8269766829,ChickPea
30,70,79,2026942271,1996978871,7313122235,6964449182,ChickPea
57,57,75,1709104223,1825142068,7785039076,8727444866,ChickPea
27,79,82,1706579293,1754024066,6307004923,7087150577,ChickPea
32,71,85,2062767492,1444008871,6403982316,9206630306,ChickPea
31,76,82,208248451,1785057083,7599279991,7920509212,ChickPea
33,75,84,1946210401,1872831993,7217018459,6881405149,ChickPea
47,80,77,1718248372,1642891834,7561108006,7285017344,ChickPea
54,62,80,1748911699,1639055394,7489545074,7945758333,ChickPea
47,79,78,1748395377,1476014523,6609696734,6511365631,ChickPea
35,57,83,1948316794,1744534641,7476800943,804986291,ChickPea
53,73,77,1971359733,1809665739,7325451279,7364476535,ChickPea
45,61,78,1948649305,1606240074,6489389282,815284269,ChickPea
37,78,79,1995264829,1482633099,7786366322,886810311,ChickPea
30,75,81,1941789736,1680472243,6408437886,684951189,ChickPea
37,55,82,1945591848,1802235902,8423873703,7844910564,ChickPea
53,65,76,2019137759,1641998269,8719960893,7733795356,ChickPea
22,60,85,188392908,1474071856,7811997977,9478189594,ChickPea
60,61,78,2071219282,1983643308,6317153205,9403659867,ChickPea
42,67,77,1899424448,159362937,7114405288,7869707199,ChickPea
39,76,76,1996837462,1557324389,8135900726,6915759062,ChickPea
35,63,76,1781564548,1760756635,7714153038,9082097601,ChickPea
30,65,82,2071424384,1527824066,7103798069,7677888672,ChickPea
57,56,78,1734150229,1875626255,8861479668,679545435,ChickPea
48,65,78,1743732714,1433847406,7861128148,730926704,ChickPea
36,56,83,1889780215,1976182946,74526709,6909512477,ChickPea
40,58,75,1859190771,1477959596,7168096055,8960982451,ChickPea
49,69,82,1831561493,1536143547,726311855,8178710463,ChickPea
13,60,25,1713692774,2059541693,568597166,128256862,KidneyBeans
25,70,16,1963474332,1890705639,5759237003,1063598183,KidneyBeans
31,55,22,2291350245,2133953114,5873171894,109225556,KidneyBeans
40,64,16,1643340342,2424045875,5926676985,1403717815,KidneyBeans
2,61,20,2213974653,2302251117,595561668,7664128258,KidneyBeans
26,65,22,1784806561,1877621951,5949949081,1430984171,KidneyBeans
17,57,21,1988394011,2031564139,5789214289,6091974792,KidneyBeans
26,80,18,1932509638,233334788,5581021521,1047783947,KidneyBeans
17,59,17,184167001,2342829938,5689858133,1329801054,KidneyBeans
27,59,22,2181167649,2320591245,5794158504,1300608093,KidneyBeans
28,58,24,1972702528,1828173015,5748190463,1437630894,KidneyBeans
25,57,19,1715432954,1987070659,5566522896,8799669731,KidneyBeans
28,80,17,1962207826,1867170854,5809419584,1441567454,KidneyBeans
25,60,22,2163149148,2117919701,5887263027,1343649948,KidneyBeans
12,78,23,1606522754,1872479695,599812453,8806638775,KidneyBeans
6,77,25,2061162204,2436314135,5792744849,6963833855,KidneyBeans
22,79,17,2142451099,2039659714,5912289889,1165206923,KidneyBeans
27,80,15,1907096165,2121092266,5788386951,8621917578,KidneyBeans
10,55,23,2118853178,1963438599,5728233081,1371948633,KidneyBeans
23,65,20,230429097,2242610972,5833940084,1083684316,KidneyBeans
19,78,16,2065375833,2310538637,5967533236,6771768947,KidneyBeans
19,65,25,1809551014,1829318436,5625096446,1447902323,KidneyBeans
22,70,19,1823775702,2107643273,5515615023,6944951585,KidneyBeans
37,64,22,1748189735,188251973,5954665349,1219401369,KidneyBeans
11,71,17,199191786,2147324158,574644777,8268554379,KidneyBeans
18,79,20,2027514686,232353604,5877347515,1397521543,KidneyBeans
21,63,17,1577370214,192303162,5979973965,1083441414,KidneyBeans
24,80,22,1671170642,1917651433,5635993966,9677285817,KidneyBeans
34,60,22,1766148158,1815302753,5635231778,1006711761,KidneyBeans
16,75,21,1850692825,2361670065,5679224346,870513289,KidneyBeans
17,77,23,2451324787,2081527638,5670062975,6419497947,KidneyBeans
37,72,18,1887614998,2454038287,5724242065,1054120514,KidneyBeans
40,73,20,2159343016,2031871249,5811314232,6113872036,KidneyBeans
9,77,17,2012373284,2445202552,5783425416,106158201,KidneyBeans
1,62,23,1543546065,1837477907,5607808432,1390302034,KidneyBeans
33,59,22,2264236876,2159396123,5946999529,1223886015,KidneyBeans
23,59,19,2198560799,2487304788,5852046999,1295650601,KidneyBeans
6,62,22,2053052663,1809224048,5824090984,1204509288,KidneyBeans
25,63,20,1578601387,2114544088,5502999119,9517028129,KidneyBeans
7,79,23,196365349,1968751084,5821649914,9665888933,KidneyBeans
8,72,17,2057341244,197520218,5711439256,8787869161,KidneyBeans
27,64,15,2016080524,2484207559,5514927264,1382362122,KidneyBeans
28,66,23,2153989176,2425386207,599616119,1206913038,KidneyBeans
32,57,18,1553834801,2375560241,5695422863,1073850593,KidneyBeans
27,56,22,1991853092,2070099804,5833010958,1086434544,KidneyBeans
17,77,24,2076952209,1893146941,5568456899,1090193712,KidneyBeans
0,65,15,2346168338,2322197648,5645435626,9584253438,KidneyBeans
13,72,21,2432116642,210278674,5821194486,6027552528,KidneyBeans
34,60,23,2012574053,2496969858,5659254981,1000497183,KidneyBeans
9,80,19,2180619564,1857086554,5945465949,1250972687,KidneyBeans
11,72,20,1952226241,2492607153,5951177452,113334026,KidneyBeans
3,67,24,1700067625,1990790546,5520880014,1032926407,KidneyBeans
35,69,23,1678791503,2496881755,5578410206,7545328039,KidneyBeans
3,77,25,2484906168,2289464642,5608165195,6221292186,KidneyBeans
23,62,19,1651783455,204555596,5609435128,9877794225,KidneyBeans
22,71,17,1815300153,1938602098,5509295379,1076907964,KidneyBeans
31,79,25,2318864385,223104551,5902033406,6338208822,KidneyBeans
34,59,18,2338002569,2198879437,5744117663,8766898664,KidneyBeans
12,63,17,18358923,1937703396,5717143397,138414764,KidneyBeans
27,56,20,1925975367,2051346956,5542690119,949533526,KidneyBeans
7,63,24,2295458237,2403553105,5858617867,1077315386,KidneyBeans
24,67,22,20120043,2289845607,5618844277,1046252153,KidneyBeans
11,71,24,2114011423,227182355,5606620346,1416056722,KidneyBeans
37,74,15,2492360104,1822590825,5582178402,627089169,KidneyBeans
25,76,24,1533042636,2491506728,556503533,1353315583,KidneyBeans
34,66,17,1881097271,2127833035,5889614577,125084915,KidneyBeans
20,69,15,2344260668,2277255917,5934136378,1074137246,KidneyBeans
37,65,16,228352024,1897267518,5683548308,6359276673,KidneyBeans
18,74,15,249035819,2227512704,570836603,1464727237,KidneyBeans
4,67,25,2378709569,2435679348,5948164454,1196404412,KidneyBeans
37,56,25,2205592283,1960379304,5774755144,1267265372,KidneyBeans
5,59,15,1887492997,2018238348,597229163,1341811718,KidneyBeans
11,61,21,1862328774,2302410338,5532100554,1353378033,KidneyBeans
22,80,20,2300884744,1886880997,5669560726,100118612,KidneyBeans
12,61,19,1933162606,2413995025,5655726817,6851253427,KidneyBeans
5,74,21,1624469193,2135793891,5591704014,6697053257,KidneyBeans
27,69,22,1791652287,2490814655,5932323085,6914681022,KidneyBeans
31,75,18,1546789263,2143780702,5824208309,8888796102,KidneyBeans
36,68,20,1706104474,2377201471,586442953,8183420522,KidneyBeans
5,65,16,2132776028,1848522915,5866744372,1091013261,KidneyBeans
32,79,15,2390910104,2074619325,5706198621,8160211243,KidneyBeans
11,78,22,2389756791,2274378977,5940546818,1126616435,KidneyBeans
0,55,22,2298666928,2057940608,5916779289,1438584938,KidneyBeans
14,59,15,2135135729,2291244883,5779090476,1464548645,KidneyBeans
29,68,23,241638445,1927907819,582738029,1167324324,KidneyBeans
32,68,19,2462835037,1818325169,5514234138,1497441028,KidneyBeans
17,64,17,2102213209,2493896255,5662699104,1246118471,KidneyBeans
13,69,19,1730844532,2001730914,586390397,115199245,KidneyBeans
14,67,22,2382576704,2475485098,5624690248,8464143632,KidneyBeans
9,69,20,1930607278,2396362799,5591560999,1293449326,KidneyBeans
20,73,22,1603768615,2233195853,5976312538,1303900798,KidneyBeans
40,78,20,1918572809,2083398341,5669236258,8015293435,KidneyBeans
27,72,23,1992889503,2179992115,5961934481,6402640797,KidneyBeans
14,67,15,1956376468,2467385131,5690065688,1392921004,KidneyBeans
7,56,18,1831357543,2432991649,5698371311,7614153904,KidneyBeans
27,65,18,2010993761,2322323766,559503163,7336386477,KidneyBeans
30,63,16,2360506572,2190539577,5525904526,1005978728,KidneyBeans
37,70,25,1973136909,2489487354,5819403771,8406354115,KidneyBeans
27,63,19,2093409877,211893007,5562201934,1331914419,KidneyBeans
22,60,24,1878226261,2024768314,5630664753,1042570723,KidneyBeans
3,72,24,3651268371,5792887167,603160778,1226539694,PigeonPeas
40,59,23,3689163721,6273178224,5269084669,1637266551,PigeonPeas
33,73,23,2923540524,5938967583,5985792703,1033301803,PigeonPeas
27,57,24,2733534897,4335795962,609186275,1423303677,PigeonPeas
10,79,18,210643684,5546985938,5624731338,1846226709,PigeonPeas
30,75,25,3033276599,4235249879,6446091759,149299952,PigeonPeas
40,70,20,3180130272,4503186173,5623490043,1470361442,PigeonPeas
38,55,19,3318184225,3823184742,5864623352,1988298806,PigeonPeas
35,58,20,2938538562,6347742011,5761702519,9005422663,PigeonPeas
38,61,21,3027374995,6738680755,4696518678,1277767134,PigeonPeas
33,58,24,3545790488,6875810535,5269504214,1086333046,PigeonPeas
16,56,17,3380020039,4003262418,7445444883,1766165894,PigeonPeas
31,72,17,2869180475,4947225353,5833031708,9636222901,PigeonPeas
16,80,20,3124021696,5667369054,7339320929,1220146733,PigeonPeas
27,72,17,2898039357,5723265151,6347929353,1207435664,PigeonPeas
40,62,19,2732198928,3413737127,4697750704,9651524028,PigeonPeas
18,58,16,2147607807,3880023714,4962661422,180382234,PigeonPeas
3,68,16,1831910448,3469776639,4964887857,1074721605,PigeonPeas
26,67,24,3697794384,3773992903,5642813116,1614812963,PigeonPeas
16,70,20,2480467592,401242747,56093956,1215639121,PigeonPeas
24,63,19,193479443,5596805489,4681576043,1945921148,PigeonPeas
9,76,25,2888302142,5012323801,570951224,1792155874,PigeonPeas
16,55,19,1954314136,4719188279,6413543781,1924372194,PigeonPeas
28,75,21,247741949,5054621094,6007508163,1142821387,PigeonPeas
16,71,24,1833124824,3840975482,4946369874,1396483317,PigeonPeas
24,70,21,1914729038,453733757,5517208078,1327748215,PigeonPeas
38,72,21,2823416057,494421345,5902103172,1865008581,PigeonPeas
9,66,21,3011812084,3413307843,5719889876,1570858232,PigeonPeas
34,56,17,334126864,3542910045,4548202098,1396702541,PigeonPeas
1,76,19,2418553163,4668746847,6669529416,1773377996,PigeonPeas
6,69,19,2688630675,4169617915,4750929218,9446748008,PigeonPeas
26,73,21,3133170829,5797429171,4946263888,1617820226,PigeonPeas
27,61,18,3330711818,6707780816,5266227032,1085090168,PigeonPeas
27,71,23,2345379018,4648714759,710959773,1508712202,PigeonPeas
36,61,21,3453823889,3904468913,5617008201,1685948318,PigeonPeas
17,73,18,1950112224,3451086611,5632353113,1973752649,PigeonPeas
26,72,22,2876794904,3757792132,4674941549,9172084869,PigeonPeas
17,64,16,3097758716,3224914235,7161797643,180716828,PigeonPeas
14,74,19,1839759147,3682639309,6624966131,9312330644,PigeonPeas
39,60,15,3509357419,3098685456,5004074624,1169106908,PigeonPeas
6,66,15,3493174223,3040046769,6345806011,1592649827,PigeonPeas
8,59,18,2950523036,3572032498,6216814453,1878961851,PigeonPeas
2,67,18,3451934775,4752980027,5921666758,1290064612,PigeonPeas
1,76,17,2843430726,5210010827,6012719118,1470414824,PigeonPeas
